timestamp,plant_name,generation
2024-01-05 02:00:00,삼천포풍력 1,0.0
2024-01-05 02:00:00,어음풍력 1,15237.432
2024-01-05 02:00:00,영흥풍력 1,1929.805
2024-01-05 02:00:00,군위 화산풍력 1,298.905
2024-01-05 02:00:00,영흥풍력 2,4174.08
2024-01-05 03:00:00,삼천포풍력 1,0.0
2024-01-05 03:00:00,어음풍력 1,15161.272
2024-01-05 03:00:00,영흥풍력 1,3394.217
2024-01-05 03:00:00,군위 화산풍력 1,511.032
2024-01-05 03:00:00,영흥풍력 2,10611.84
2024-01-05 04:00:00,삼천포풍력 1,0.0
2024-01-05 04:00:00,어음풍력 1,14331.296
2024-01-05 04:00:00,영흥풍력 1,2272.594
2024-01-05 04:00:00,군위 화산풍력 1,3124.042
2024-01-05 04:00:00,영흥풍력 2,7829.76
2024-01-05 05:00:00,삼천포풍력 1,0.0
2024-01-05 05:00:00,어음풍력 1,11182.528
2024-01-05 05:00:00,영흥풍력 1,2334.256
2024-01-05 05:00:00,군위 화산풍력 1,4531.789
2024-01-05 05:00:00,영흥풍력 2,5003.52
2024-01-05 06:00:00,삼천포풍력 1,0.0
2024-01-05 06:00:00,어음풍력 1,5477.024
2024-01-05 06:00:00,영흥풍력 1,1267.246
2024-01-05 06:00:00,군위 화산풍력 1,5843.116
2024-01-05 06:00:00,영흥풍력 2,3688.32
2024-01-05 07:00:00,삼천포풍력 1,0.0
2024-01-05 07:00:00,어음풍력 1,4462.472
2024-01-05 07:00:00,영흥풍력 1,571.848
2024-01-05 07:00:00,군위 화산풍력 1,6354.147
2024-01-05 07:00:00,영흥풍력 2,1728.0
2024-01-05 08:00:00,삼천포풍력 1,0.0
